Protein	PolyQlength
Kazaf1|Kazaf1_217	14
Kazaf1|Kazaf1_251	16
Kazaf1|Kazaf1_277	11
Kazaf1|Kazaf1_698	10
Kazaf1|Kazaf1_1210	17
Kazaf1|Kazaf1_1443	11
Kazaf1|Kazaf1_1461	17
Kazaf1|Kazaf1_1553	16
Kazaf1|Kazaf1_2191	17
Kazaf1|Kazaf1_2272	29
Kazaf1|Kazaf1_2597	12
Kazaf1|Kazaf1_2611	16
Kazaf1|Kazaf1_3306	15
Kazaf1|Kazaf1_3689	16
Kazaf1|Kazaf1_3771	19
Kazaf1|Kazaf1_4213	26
Kazaf1|Kazaf1_4430	19
Kazaf1|Kazaf1_4516	57
Kazaf1|Kazaf1_4827	12
Kazaf1|Kazaf1_4872	28
Kazaf1|Kazaf1_5003	23
Kazaf1|Kazaf1_5206	12
