Protein	PolyQlength
Linin1|Linin1_32126	62
Linin1|Linin1_42526	13
Linin1|Linin1_56118	11
Linin1|Linin1_128067	15
Linin1|Linin1_132582	14
Linin1|Linin1_209785	21
Linin1|Linin1_238582	14
Linin1|Linin1_254949	10
Linin1|Linin1_261540	11
Linin1|Linin1_266580	11
Linin1|Linin1_268459	12
Linin1|Linin1_268746	17
Linin1|Linin1_279790	16
Linin1|Linin1_286245	14
Linin1|Linin1_291041	10
Linin1|Linin1_296948	12
Linin1|Linin1_300887	11
Linin1|Linin1_310994	12
Linin1|Linin1_339494	10
Linin1|Linin1_341228	11
Linin1|Linin1_370089	13
Linin1|Linin1_391659	10
Linin1|Linin1_395393	16
