Protein	PolyQlength
Agabi_varbisH97_2|Agabi_varbisH97_2_67235	10
Agabi_varbisH97_2|Agabi_varbisH97_2_121155	11
Agabi_varbisH97_2|Agabi_varbisH97_2_121546	11
Agabi_varbisH97_2|Agabi_varbisH97_2_121841	12
Agabi_varbisH97_2|Agabi_varbisH97_2_122163	15
Agabi_varbisH97_2|Agabi_varbisH97_2_122649	10
Agabi_varbisH97_2|Agabi_varbisH97_2_134740	17
Agabi_varbisH97_2|Agabi_varbisH97_2_147916	10
Agabi_varbisH97_2|Agabi_varbisH97_2_148568	10
Agabi_varbisH97_2|Agabi_varbisH97_2_150577	10
Agabi_varbisH97_2|Agabi_varbisH97_2_180216	10
Agabi_varbisH97_2|Agabi_varbisH97_2_183013	20
Agabi_varbisH97_2|Agabi_varbisH97_2_192396	14
Agabi_varbisH97_2|Agabi_varbisH97_2_195278	26
Agabi_varbisH97_2|Agabi_varbisH97_2_223546	10
Agabi_varbisH97_2|Agabi_varbisH97_2_226482	17
