Protein	PolyQlength
Lacdel1|Lacdel1_176550	10
Lacdel1|Lacdel1_489714	11
Lacdel1|Lacdel1_553199	11
Lacdel1|Lacdel1_2217275	16
Lacdel1|Lacdel1_2227945	10
Lacdel1|Lacdel1_2321289	51
Lacdel1|Lacdel1_2337567	16
Lacdel1|Lacdel1_2348841	12
Lacdel1|Lacdel1_2352635	16
Lacdel1|Lacdel1_2420728	20
Lacdel1|Lacdel1_2421671	12
Lacdel1|Lacdel1_2505335	10
Lacdel1|Lacdel1_2512065	10
Lacdel1|Lacdel1_2518936	13
Lacdel1|Lacdel1_2541764	11
Lacdel1|Lacdel1_2551475	15
Lacdel1|Lacdel1_2599495	14
Lacdel1|Lacdel1_2640585	17
Lacdel1|Lacdel1_2653646	16
Lacdel1|Lacdel1_2674710	21
