Protein	PolyQlength
Psehu1|Psehu1_35	12
Psehu1|Psehu1_189	13
Psehu1|Psehu1_243	17
Psehu1|Psehu1_299	10
Psehu1|Psehu1_310	14
Psehu1|Psehu1_525	11
Psehu1|Psehu1_1118	21
Psehu1|Psehu1_1528	17
Psehu1|Psehu1_1804	10
Psehu1|Psehu1_1890	10
Psehu1|Psehu1_1990	13
Psehu1|Psehu1_2078	11
Psehu1|Psehu1_2171	10
Psehu1|Psehu1_2299	16
Psehu1|Psehu1_2477	13
Psehu1|Psehu1_2658	10
Psehu1|Psehu1_2668	11
Psehu1|Psehu1_2725	14
Psehu1|Psehu1_2789	12
Psehu1|Psehu1_2924	12
Psehu1|Psehu1_2984	10
Psehu1|Psehu1_3214	10
Psehu1|Psehu1_3288	14
Psehu1|Psehu1_4083	21
Psehu1|Psehu1_4135	18
Psehu1|Psehu1_4209	33
Psehu1|Psehu1_4289	11
Psehu1|Psehu1_4894	10
Psehu1|Psehu1_5013	23
Psehu1|Psehu1_5080	12
Psehu1|Psehu1_5209	13
Psehu1|Psehu1_5573	12
Psehu1|Psehu1_5600	12
Psehu1|Psehu1_5891	10
Psehu1|Psehu1_5894	15
Psehu1|Psehu1_5930	12
Psehu1|Psehu1_5968	16
Psehu1|Psehu1_5979	10
Psehu1|Psehu1_6080	10
Psehu1|Psehu1_6086	12
Psehu1|Psehu1_6218	34
Psehu1|Psehu1_6314	11
Psehu1|Psehu1_6328	11
Psehu1|Psehu1_6429	12
Psehu1|Psehu1_6754	12
Psehu1|Psehu1_6778	11
Psehu1|Psehu1_7021	11
Psehu1|Psehu1_7243	13
Psehu1|Psehu1_7405	10
