Protein	PolyQlength
PuccoNC29_1|PuccoNC29_1_41	10
PuccoNC29_1|PuccoNC29_1_81	21
PuccoNC29_1|PuccoNC29_1_255	10
PuccoNC29_1|PuccoNC29_1_261	20
PuccoNC29_1|PuccoNC29_1_292	12
PuccoNC29_1|PuccoNC29_1_367	11
PuccoNC29_1|PuccoNC29_1_434	13
PuccoNC29_1|PuccoNC29_1_479	22
PuccoNC29_1|PuccoNC29_1_714	26
PuccoNC29_1|PuccoNC29_1_906	11
PuccoNC29_1|PuccoNC29_1_953	13
PuccoNC29_1|PuccoNC29_1_1006	18
PuccoNC29_1|PuccoNC29_1_1151	28
PuccoNC29_1|PuccoNC29_1_1265	14
PuccoNC29_1|PuccoNC29_1_1387	29
PuccoNC29_1|PuccoNC29_1_1417	13
PuccoNC29_1|PuccoNC29_1_1429	12
PuccoNC29_1|PuccoNC29_1_1509	24
PuccoNC29_1|PuccoNC29_1_1606	14
PuccoNC29_1|PuccoNC29_1_1625	20
PuccoNC29_1|PuccoNC29_1_1626	12
PuccoNC29_1|PuccoNC29_1_1663	17
PuccoNC29_1|PuccoNC29_1_1810	23
PuccoNC29_1|PuccoNC29_1_1891	22
PuccoNC29_1|PuccoNC29_1_1994	15
PuccoNC29_1|PuccoNC29_1_2071	30
PuccoNC29_1|PuccoNC29_1_2190	19
PuccoNC29_1|PuccoNC29_1_2330	30
PuccoNC29_1|PuccoNC29_1_2405	10
PuccoNC29_1|PuccoNC29_1_2453	15
PuccoNC29_1|PuccoNC29_1_2504	14
PuccoNC29_1|PuccoNC29_1_2522	37
PuccoNC29_1|PuccoNC29_1_2537	12
PuccoNC29_1|PuccoNC29_1_2563	22
PuccoNC29_1|PuccoNC29_1_2567	14
PuccoNC29_1|PuccoNC29_1_2571	10
PuccoNC29_1|PuccoNC29_1_2604	18
PuccoNC29_1|PuccoNC29_1_2772	11
PuccoNC29_1|PuccoNC29_1_2906	15
PuccoNC29_1|PuccoNC29_1_2926	22
PuccoNC29_1|PuccoNC29_1_2928	20
PuccoNC29_1|PuccoNC29_1_2948	10
PuccoNC29_1|PuccoNC29_1_3154	11
PuccoNC29_1|PuccoNC29_1_3179	13
PuccoNC29_1|PuccoNC29_1_3437	16
PuccoNC29_1|PuccoNC29_1_3478	12
PuccoNC29_1|PuccoNC29_1_3549	14
PuccoNC29_1|PuccoNC29_1_3604	31
PuccoNC29_1|PuccoNC29_1_3963	12
PuccoNC29_1|PuccoNC29_1_4172	22
PuccoNC29_1|PuccoNC29_1_4242	11
PuccoNC29_1|PuccoNC29_1_4279	11
PuccoNC29_1|PuccoNC29_1_4562	17
PuccoNC29_1|PuccoNC29_1_4579	10
PuccoNC29_1|PuccoNC29_1_4622	10
PuccoNC29_1|PuccoNC29_1_4846	75
PuccoNC29_1|PuccoNC29_1_5048	10
PuccoNC29_1|PuccoNC29_1_5069	17
PuccoNC29_1|PuccoNC29_1_5267	28
PuccoNC29_1|PuccoNC29_1_5359	27
PuccoNC29_1|PuccoNC29_1_5730	25
PuccoNC29_1|PuccoNC29_1_5775	11
PuccoNC29_1|PuccoNC29_1_5825	12
PuccoNC29_1|PuccoNC29_1_5831	23
PuccoNC29_1|PuccoNC29_1_5898	21
PuccoNC29_1|PuccoNC29_1_5899	21
PuccoNC29_1|PuccoNC29_1_6008	11
PuccoNC29_1|PuccoNC29_1_6072	18
PuccoNC29_1|PuccoNC29_1_6145	19
PuccoNC29_1|PuccoNC29_1_6664	11
PuccoNC29_1|PuccoNC29_1_6738	13
PuccoNC29_1|PuccoNC29_1_6802	23
PuccoNC29_1|PuccoNC29_1_6829	11
PuccoNC29_1|PuccoNC29_1_6941	11
PuccoNC29_1|PuccoNC29_1_6999	10
PuccoNC29_1|PuccoNC29_1_7161	15
PuccoNC29_1|PuccoNC29_1_7264	11
PuccoNC29_1|PuccoNC29_1_7549	16
PuccoNC29_1|PuccoNC29_1_7657	15
PuccoNC29_1|PuccoNC29_1_7699	14
PuccoNC29_1|PuccoNC29_1_7769	12
PuccoNC29_1|PuccoNC29_1_7778	11
PuccoNC29_1|PuccoNC29_1_7840	32
PuccoNC29_1|PuccoNC29_1_7881	10
PuccoNC29_1|PuccoNC29_1_7916	77
PuccoNC29_1|PuccoNC29_1_8060	14
PuccoNC29_1|PuccoNC29_1_8075	23
PuccoNC29_1|PuccoNC29_1_8101	12
PuccoNC29_1|PuccoNC29_1_8134	10
PuccoNC29_1|PuccoNC29_1_8321	10
PuccoNC29_1|PuccoNC29_1_8347	11
PuccoNC29_1|PuccoNC29_1_8388	18
PuccoNC29_1|PuccoNC29_1_8427	10
PuccoNC29_1|PuccoNC29_1_8479	11
PuccoNC29_1|PuccoNC29_1_8690	12
PuccoNC29_1|PuccoNC29_1_8713	10
PuccoNC29_1|PuccoNC29_1_8799	35
PuccoNC29_1|PuccoNC29_1_8958	20
PuccoNC29_1|PuccoNC29_1_9033	21
PuccoNC29_1|PuccoNC29_1_9212	12
PuccoNC29_1|PuccoNC29_1_9214	14
PuccoNC29_1|PuccoNC29_1_9314	30
PuccoNC29_1|PuccoNC29_1_9418	18
PuccoNC29_1|PuccoNC29_1_9478	22
PuccoNC29_1|PuccoNC29_1_9606	24
PuccoNC29_1|PuccoNC29_1_9721	24
PuccoNC29_1|PuccoNC29_1_9921	30
PuccoNC29_1|PuccoNC29_1_10023	15
PuccoNC29_1|PuccoNC29_1_10025	36
PuccoNC29_1|PuccoNC29_1_10063	11
PuccoNC29_1|PuccoNC29_1_10115	16
PuccoNC29_1|PuccoNC29_1_10116	12
PuccoNC29_1|PuccoNC29_1_10138	15
PuccoNC29_1|PuccoNC29_1_10182	17
PuccoNC29_1|PuccoNC29_1_10562	16
PuccoNC29_1|PuccoNC29_1_10573	17
PuccoNC29_1|PuccoNC29_1_10793	18
PuccoNC29_1|PuccoNC29_1_10828	16
PuccoNC29_1|PuccoNC29_1_10944	17
PuccoNC29_1|PuccoNC29_1_10955	11
PuccoNC29_1|PuccoNC29_1_11308	12
PuccoNC29_1|PuccoNC29_1_11318	28
PuccoNC29_1|PuccoNC29_1_11459	17
PuccoNC29_1|PuccoNC29_1_11527	12
PuccoNC29_1|PuccoNC29_1_11541	10
PuccoNC29_1|PuccoNC29_1_11658	17
PuccoNC29_1|PuccoNC29_1_11677	29
PuccoNC29_1|PuccoNC29_1_11686	13
PuccoNC29_1|PuccoNC29_1_12216	35
PuccoNC29_1|PuccoNC29_1_12237	12
PuccoNC29_1|PuccoNC29_1_12366	11
PuccoNC29_1|PuccoNC29_1_12375	29
PuccoNC29_1|PuccoNC29_1_12420	10
PuccoNC29_1|PuccoNC29_1_12645	16
PuccoNC29_1|PuccoNC29_1_12745	29
PuccoNC29_1|PuccoNC29_1_12906	22
PuccoNC29_1|PuccoNC29_1_12990	19
PuccoNC29_1|PuccoNC29_1_13264	13
PuccoNC29_1|PuccoNC29_1_13280	14
PuccoNC29_1|PuccoNC29_1_13387	11
PuccoNC29_1|PuccoNC29_1_13469	13
PuccoNC29_1|PuccoNC29_1_13613	11
PuccoNC29_1|PuccoNC29_1_13671	16
PuccoNC29_1|PuccoNC29_1_13693	15
PuccoNC29_1|PuccoNC29_1_13874	15
PuccoNC29_1|PuccoNC29_1_13954	10
PuccoNC29_1|PuccoNC29_1_13995	20
PuccoNC29_1|PuccoNC29_1_14097	10
PuccoNC29_1|PuccoNC29_1_14297	12
PuccoNC29_1|PuccoNC29_1_14622	31
PuccoNC29_1|PuccoNC29_1_14654	16
PuccoNC29_1|PuccoNC29_1_14876	16
PuccoNC29_1|PuccoNC29_1_14884	23
PuccoNC29_1|PuccoNC29_1_14989	10
PuccoNC29_1|PuccoNC29_1_15284	23
PuccoNC29_1|PuccoNC29_1_15627	18
PuccoNC29_1|PuccoNC29_1_15706	12
PuccoNC29_1|PuccoNC29_1_15845	20
PuccoNC29_1|PuccoNC29_1_15982	13
PuccoNC29_1|PuccoNC29_1_16514	11
PuccoNC29_1|PuccoNC29_1_16755	10
PuccoNC29_1|PuccoNC29_1_16941	25
PuccoNC29_1|PuccoNC29_1_17092	13
PuccoNC29_1|PuccoNC29_1_17278	19
PuccoNC29_1|PuccoNC29_1_17412	11
PuccoNC29_1|PuccoNC29_1_17505	17
PuccoNC29_1|PuccoNC29_1_17554	10
PuccoNC29_1|PuccoNC29_1_17636	13
PuccoNC29_1|PuccoNC29_1_17704	10
PuccoNC29_1|PuccoNC29_1_17753	13
PuccoNC29_1|PuccoNC29_1_17969	10
PuccoNC29_1|PuccoNC29_1_18034	12
PuccoNC29_1|PuccoNC29_1_18175	13
PuccoNC29_1|PuccoNC29_1_18283	12
PuccoNC29_1|PuccoNC29_1_18329	11
PuccoNC29_1|PuccoNC29_1_18443	16
PuccoNC29_1|PuccoNC29_1_18452	12
PuccoNC29_1|PuccoNC29_1_18565	20
PuccoNC29_1|PuccoNC29_1_18726	20
PuccoNC29_1|PuccoNC29_1_18840	12
PuccoNC29_1|PuccoNC29_1_18959	10
PuccoNC29_1|PuccoNC29_1_19214	10
PuccoNC29_1|PuccoNC29_1_19290	21
PuccoNC29_1|PuccoNC29_1_19442	11
PuccoNC29_1|PuccoNC29_1_19489	22
PuccoNC29_1|PuccoNC29_1_19572	12
PuccoNC29_1|PuccoNC29_1_19690	20
PuccoNC29_1|PuccoNC29_1_19692	41
PuccoNC29_1|PuccoNC29_1_19696	14
PuccoNC29_1|PuccoNC29_1_19789	10
PuccoNC29_1|PuccoNC29_1_20121	10
PuccoNC29_1|PuccoNC29_1_20246	13
PuccoNC29_1|PuccoNC29_1_20302	22
PuccoNC29_1|PuccoNC29_1_20335	11
PuccoNC29_1|PuccoNC29_1_20351	29
PuccoNC29_1|PuccoNC29_1_20651	11
PuccoNC29_1|PuccoNC29_1_20652	11
PuccoNC29_1|PuccoNC29_1_20708	26
PuccoNC29_1|PuccoNC29_1_20996	11
PuccoNC29_1|PuccoNC29_1_21038	11
PuccoNC29_1|PuccoNC29_1_21112	26
PuccoNC29_1|PuccoNC29_1_21125	26
PuccoNC29_1|PuccoNC29_1_21405	10
PuccoNC29_1|PuccoNC29_1_21442	25
PuccoNC29_1|PuccoNC29_1_21504	10
PuccoNC29_1|PuccoNC29_1_21507	14
PuccoNC29_1|PuccoNC29_1_21512	23
PuccoNC29_1|PuccoNC29_1_21587	18
PuccoNC29_1|PuccoNC29_1_21748	10
PuccoNC29_1|PuccoNC29_1_21962	13
PuccoNC29_1|PuccoNC29_1_21974	14
PuccoNC29_1|PuccoNC29_1_22082	15
PuccoNC29_1|PuccoNC29_1_22444	10
PuccoNC29_1|PuccoNC29_1_22694	15
PuccoNC29_1|PuccoNC29_1_22723	10
PuccoNC29_1|PuccoNC29_1_22774	17
PuccoNC29_1|PuccoNC29_1_22790	15
PuccoNC29_1|PuccoNC29_1_23035	39
PuccoNC29_1|PuccoNC29_1_23138	23
PuccoNC29_1|PuccoNC29_1_23171	10
PuccoNC29_1|PuccoNC29_1_23624	11
PuccoNC29_1|PuccoNC29_1_23625	11
PuccoNC29_1|PuccoNC29_1_23748	11
PuccoNC29_1|PuccoNC29_1_23807	10
PuccoNC29_1|PuccoNC29_1_23821	16
PuccoNC29_1|PuccoNC29_1_23980	39
PuccoNC29_1|PuccoNC29_1_24260	10
PuccoNC29_1|PuccoNC29_1_24311	18
PuccoNC29_1|PuccoNC29_1_24444	12
PuccoNC29_1|PuccoNC29_1_24547	11
PuccoNC29_1|PuccoNC29_1_24767	15
PuccoNC29_1|PuccoNC29_1_24928	13
PuccoNC29_1|PuccoNC29_1_24941	10
PuccoNC29_1|PuccoNC29_1_24964	33
PuccoNC29_1|PuccoNC29_1_25054	10
PuccoNC29_1|PuccoNC29_1_25057	21
PuccoNC29_1|PuccoNC29_1_25072	14
PuccoNC29_1|PuccoNC29_1_25120	39
PuccoNC29_1|PuccoNC29_1_25151	17
PuccoNC29_1|PuccoNC29_1_25152	16
PuccoNC29_1|PuccoNC29_1_25501	37
PuccoNC29_1|PuccoNC29_1_25631	19
PuccoNC29_1|PuccoNC29_1_25719	15
PuccoNC29_1|PuccoNC29_1_25942	15
PuccoNC29_1|PuccoNC29_1_26009	16
PuccoNC29_1|PuccoNC29_1_26010	25
PuccoNC29_1|PuccoNC29_1_26130	13
PuccoNC29_1|PuccoNC29_1_26178	10
PuccoNC29_1|PuccoNC29_1_26391	29
PuccoNC29_1|PuccoNC29_1_26708	17
PuccoNC29_1|PuccoNC29_1_26796	13
PuccoNC29_1|PuccoNC29_1_27001	19
PuccoNC29_1|PuccoNC29_1_27100	10
PuccoNC29_1|PuccoNC29_1_27107	10
PuccoNC29_1|PuccoNC29_1_27221	29
PuccoNC29_1|PuccoNC29_1_27256	10
PuccoNC29_1|PuccoNC29_1_27277	18
PuccoNC29_1|PuccoNC29_1_27329	11
PuccoNC29_1|PuccoNC29_1_27336	15
PuccoNC29_1|PuccoNC29_1_27419	14
PuccoNC29_1|PuccoNC29_1_27511	12
PuccoNC29_1|PuccoNC29_1_27625	12
PuccoNC29_1|PuccoNC29_1_27974	10
PuccoNC29_1|PuccoNC29_1_28060	16
