Protein	PolyQlength
Polci1|Polci1_11923	31
Polci1|Polci1_34733	10
Polci1|Polci1_41048	12
Polci1|Polci1_44614	28
Polci1|Polci1_97931	12
Polci1|Polci1_141110	15
Polci1|Polci1_161355	13
Polci1|Polci1_213658	14
Polci1|Polci1_219409	11
Polci1|Polci1_220267	12
Polci1|Polci1_221683	13
Polci1|Polci1_223223	23
Polci1|Polci1_225589	18
Polci1|Polci1_228273	13
Polci1|Polci1_228461	12
Polci1|Polci1_235838	12
Polci1|Polci1_255770	16
Polci1|Polci1_269658	14
Polci1|Polci1_269885	13
Polci1|Polci1_273790	28
Polci1|Polci1_280582	10
Polci1|Polci1_283703	10
Polci1|Polci1_283940	10
Polci1|Polci1_285347	14
Polci1|Polci1_285764	10
Polci1|Polci1_286136	18
Polci1|Polci1_286835	10
Polci1|Polci1_288578	10
Polci1|Polci1_288996	12
Polci1|Polci1_289328	12
Polci1|Polci1_290626	13
Polci1|Polci1_292039	19
Polci1|Polci1_298170	23
Polci1|Polci1_302122	14
Polci1|Polci1_302851	22
Polci1|Polci1_306096	15
Polci1|Polci1_306137	45
Polci1|Polci1_306688	11
Polci1|Polci1_311957	16
Polci1|Polci1_317093	14
Polci1|Polci1_318478	11
Polci1|Polci1_324033	14
Polci1|Polci1_339961	11
Polci1|Polci1_344124	10
Polci1|Polci1_345681	11
Polci1|Polci1_348690	11
Polci1|Polci1_349119	31
