Protein	PolyQlength
Puctr1|Puctr1_207	17
Puctr1|Puctr1_318	24
Puctr1|Puctr1_834	19
Puctr1|Puctr1_902	12
Puctr1|Puctr1_920	10
Puctr1|Puctr1_1233	10
Puctr1|Puctr1_2173	20
Puctr1|Puctr1_2675	13
Puctr1|Puctr1_2772	10
Puctr1|Puctr1_3417	20
Puctr1|Puctr1_3693	14
Puctr1|Puctr1_3955	16
Puctr1|Puctr1_4142	13
Puctr1|Puctr1_4258	24
Puctr1|Puctr1_4586	18
Puctr1|Puctr1_5345	14
Puctr1|Puctr1_5360	15
Puctr1|Puctr1_5380	11
Puctr1|Puctr1_5851	18
Puctr1|Puctr1_5854	11
Puctr1|Puctr1_6026	24
Puctr1|Puctr1_6221	18
Puctr1|Puctr1_6255	11
Puctr1|Puctr1_7141	17
Puctr1|Puctr1_7157	62
Puctr1|Puctr1_7158	62
Puctr1|Puctr1_7159	62
Puctr1|Puctr1_7227	14
Puctr1|Puctr1_7252	10
Puctr1|Puctr1_7426	18
Puctr1|Puctr1_7427	18
Puctr1|Puctr1_7663	21
Puctr1|Puctr1_7751	11
Puctr1|Puctr1_7867	10
Puctr1|Puctr1_8099	15
Puctr1|Puctr1_8136	17
Puctr1|Puctr1_8149	13
Puctr1|Puctr1_8158	14
Puctr1|Puctr1_8605	17
Puctr1|Puctr1_8931	16
Puctr1|Puctr1_9009	12
Puctr1|Puctr1_9030	11
Puctr1|Puctr1_9031	11
Puctr1|Puctr1_9034	22
Puctr1|Puctr1_9125	10
Puctr1|Puctr1_9126	10
Puctr1|Puctr1_9336	13
Puctr1|Puctr1_9452	17
Puctr1|Puctr1_10640	12
Puctr1|Puctr1_10655	10
Puctr1|Puctr1_10660	11
Puctr1|Puctr1_10824	14
Puctr1|Puctr1_10831	15
Puctr1|Puctr1_10856	20
Puctr1|Puctr1_11196	11
Puctr1|Puctr1_12251	11
Puctr1|Puctr1_12275	16
Puctr1|Puctr1_12417	16
Puctr1|Puctr1_12480	12
Puctr1|Puctr1_13442	15
Puctr1|Puctr1_13689	19
Puctr1|Puctr1_13734	17
Puctr1|Puctr1_13993	11
Puctr1|Puctr1_14000	20
Puctr1|Puctr1_14001	20
Puctr1|Puctr1_14208	19
Puctr1|Puctr1_14209	19
Puctr1|Puctr1_14374	10
Puctr1|Puctr1_14540	11
Puctr1|Puctr1_14833	29
Puctr1|Puctr1_15116	20
