Protein	PolyQlength
Lenpar1|Lenpar1_33393	18
Lenpar1|Lenpar1_35472	11
Lenpar1|Lenpar1_88794	11
Lenpar1|Lenpar1_182457	68
Lenpar1|Lenpar1_246927	11
Lenpar1|Lenpar1_264484	11
Lenpar1|Lenpar1_270177	12
Lenpar1|Lenpar1_340435	13
Lenpar1|Lenpar1_353452	10
Lenpar1|Lenpar1_398607	10
Lenpar1|Lenpar1_429612	13
Lenpar1|Lenpar1_444202	12
Lenpar1|Lenpar1_532411	13
Lenpar1|Lenpar1_538776	10
Lenpar1|Lenpar1_611965	23
Lenpar1|Lenpar1_670019	33
Lenpar1|Lenpar1_763993	11
Lenpar1|Lenpar1_782762	10
Lenpar1|Lenpar1_783312	14
Lenpar1|Lenpar1_784019	13
Lenpar1|Lenpar1_822314	13
Lenpar1|Lenpar1_828190	20
Lenpar1|Lenpar1_829818	12
Lenpar1|Lenpar1_832639	11
Lenpar1|Lenpar1_840418	17
Lenpar1|Lenpar1_841068	10
Lenpar1|Lenpar1_841514	11
Lenpar1|Lenpar1_844908	10
Lenpar1|Lenpar1_845177	10
Lenpar1|Lenpar1_847560	10
Lenpar1|Lenpar1_850175	11
Lenpar1|Lenpar1_850879	21
Lenpar1|Lenpar1_852168	22
Lenpar1|Lenpar1_852735	11
Lenpar1|Lenpar1_857271	14
Lenpar1|Lenpar1_857516	13
Lenpar1|Lenpar1_861630	11
Lenpar1|Lenpar1_863250	34
Lenpar1|Lenpar1_863502	10
Lenpar1|Lenpar1_869997	25
Lenpar1|Lenpar1_871550	59
Lenpar1|Lenpar1_873379	26
Lenpar1|Lenpar1_875875	12
Lenpar1|Lenpar1_876968	11
Lenpar1|Lenpar1_888767	21
Lenpar1|Lenpar1_915492	17
Lenpar1|Lenpar1_930012	13
