Protein	PolyQlength
Corgl3|Corgl3_6394234	13
Corgl3|Corgl3_6923772	11
Corgl3|Corgl3_7025193	15
Corgl3|Corgl3_7030202	15
Corgl3|Corgl3_7089624	10
Corgl3|Corgl3_7101898	17
Corgl3|Corgl3_7117098	10
Corgl3|Corgl3_7123806	12
Corgl3|Corgl3_7134341	17
Corgl3|Corgl3_7142990	10
Corgl3|Corgl3_7156521	10
Corgl3|Corgl3_7171420	17
Corgl3|Corgl3_7180343	10
Corgl3|Corgl3_7189048	11
Corgl3|Corgl3_7193830	10
Corgl3|Corgl3_7194053	12
Corgl3|Corgl3_7196669	17
Corgl3|Corgl3_7201915	10
Corgl3|Corgl3_7203588	11
Corgl3|Corgl3_7233776	23
Corgl3|Corgl3_7247964	12
Corgl3|Corgl3_7258555	10
Corgl3|Corgl3_7259472	11
Corgl3|Corgl3_7261137	20
Corgl3|Corgl3_7342067	15
