Protein	PolyQlength
Sposc1|Sposc1_147	10
Sposc1|Sposc1_475	10
Sposc1|Sposc1_512	12
Sposc1|Sposc1_547	10
Sposc1|Sposc1_589	10
Sposc1|Sposc1_615	13
Sposc1|Sposc1_684	18
Sposc1|Sposc1_801	18
Sposc1|Sposc1_826	11
Sposc1|Sposc1_950	16
Sposc1|Sposc1_958	13
Sposc1|Sposc1_963	10
Sposc1|Sposc1_992	13
Sposc1|Sposc1_1051	17
Sposc1|Sposc1_1056	11
Sposc1|Sposc1_1269	10
Sposc1|Sposc1_1332	13
Sposc1|Sposc1_1362	10
Sposc1|Sposc1_1449	11
Sposc1|Sposc1_1573	10
Sposc1|Sposc1_1963	13
Sposc1|Sposc1_1974	10
Sposc1|Sposc1_1989	12
Sposc1|Sposc1_1993	10
Sposc1|Sposc1_2090	33
Sposc1|Sposc1_2219	11
Sposc1|Sposc1_2270	11
Sposc1|Sposc1_2387	36
Sposc1|Sposc1_2395	10
Sposc1|Sposc1_2405	14
Sposc1|Sposc1_2593	10
Sposc1|Sposc1_2629	11
Sposc1|Sposc1_2742	14
Sposc1|Sposc1_2827	10
Sposc1|Sposc1_2921	20
Sposc1|Sposc1_2930	10
Sposc1|Sposc1_2966	11
Sposc1|Sposc1_3136	11
Sposc1|Sposc1_3307	23
Sposc1|Sposc1_3334	21
Sposc1|Sposc1_3354	13
Sposc1|Sposc1_3485	10
Sposc1|Sposc1_3600	10
Sposc1|Sposc1_3667	21
Sposc1|Sposc1_3773	14
Sposc1|Sposc1_3901	12
Sposc1|Sposc1_3902	11
Sposc1|Sposc1_3978	19
Sposc1|Sposc1_4122	10
Sposc1|Sposc1_4311	10
Sposc1|Sposc1_4400	12
Sposc1|Sposc1_4433	14
Sposc1|Sposc1_4473	10
Sposc1|Sposc1_4544	34
Sposc1|Sposc1_4697	11
Sposc1|Sposc1_4708	10
Sposc1|Sposc1_4779	15
Sposc1|Sposc1_4937	15
Sposc1|Sposc1_4999	17
Sposc1|Sposc1_5009	11
Sposc1|Sposc1_5041	11
Sposc1|Sposc1_5160	15
Sposc1|Sposc1_5203	15
Sposc1|Sposc1_5296	10
Sposc1|Sposc1_5359	10
Sposc1|Sposc1_5363	13
Sposc1|Sposc1_5513	10
Sposc1|Sposc1_5618	27
Sposc1|Sposc1_5663	11
Sposc1|Sposc1_5668	14
Sposc1|Sposc1_5673	12
Sposc1|Sposc1_5713	17
Sposc1|Sposc1_5817	15
Sposc1|Sposc1_5826	12
Sposc1|Sposc1_5833	15
Sposc1|Sposc1_5862	12
Sposc1|Sposc1_5949	10
Sposc1|Sposc1_5980	13
Sposc1|Sposc1_6291	10
Sposc1|Sposc1_6296	10
Sposc1|Sposc1_6407	17
Sposc1|Sposc1_6422	10
Sposc1|Sposc1_6704	23
Sposc1|Sposc1_6758	10
Sposc1|Sposc1_6779	19
Sposc1|Sposc1_6783	16
Sposc1|Sposc1_6796	12
Sposc1|Sposc1_6881	13
Sposc1|Sposc1_6888	10
Sposc1|Sposc1_7001	12
Sposc1|Sposc1_7022	15
Sposc1|Sposc1_7051	12
Sposc1|Sposc1_7072	15
Sposc1|Sposc1_7236	11
Sposc1|Sposc1_7321	17
Sposc1|Sposc1_7346	11
Sposc1|Sposc1_7347	18
Sposc1|Sposc1_7444	15
Sposc1|Sposc1_7461	10
Sposc1|Sposc1_7463	11
Sposc1|Sposc1_7468	11
Sposc1|Sposc1_7470	10
Sposc1|Sposc1_7799	10
Sposc1|Sposc1_7844	14
Sposc1|Sposc1_7964	10
Sposc1|Sposc1_8015	12
Sposc1|Sposc1_8074	13
Sposc1|Sposc1_8081	14
Sposc1|Sposc1_8097	11
Sposc1|Sposc1_8110	12
Sposc1|Sposc1_8133	10
Sposc1|Sposc1_8148	10
Sposc1|Sposc1_8237	10
Sposc1|Sposc1_8359	18
Sposc1|Sposc1_8716	10
Sposc1|Sposc1_8717	14
Sposc1|Sposc1_8792	13
Sposc1|Sposc1_8833	10
Sposc1|Sposc1_8845	13
Sposc1|Sposc1_8860	13
Sposc1|Sposc1_8895	11
Sposc1|Sposc1_8994	20
Sposc1|Sposc1_9044	10
Sposc1|Sposc1_9081	29
Sposc1|Sposc1_9173	12
Sposc1|Sposc1_9183	13
Sposc1|Sposc1_9189	14
Sposc1|Sposc1_9286	12
Sposc1|Sposc1_9478	11
Sposc1|Sposc1_9554	11
Sposc1|Sposc1_9558	12
Sposc1|Sposc1_9872	14
Sposc1|Sposc1_10056	20
Sposc1|Sposc1_10102	12
Sposc1|Sposc1_10138	13
Sposc1|Sposc1_10276	10
