Protein	PolyQlength
jgi|Crymi1|11679|B0A49_05948	10
jgi|Crymi1|12544|B0A49_07666	10
jgi|Crymi1|12695|B0A49_06813	16
jgi|Crymi1|1591|B0A49_00813	14
jgi|Crymi1|1971|B0A49_08234	11
jgi|Crymi1|1972|B0A49_10398	10
jgi|Crymi1|2009|B0A49_02103	12
jgi|Crymi1|2114|B0A49_09419	10
jgi|Crymi1|2639|B0A49_10239	12
jgi|Crymi1|2989|B0A49_11272	12
jgi|Crymi1|3172|B0A49_08327	11
jgi|Crymi1|3297|B0A49_00616	13
jgi|Crymi1|3340|B0A49_01597	10
jgi|Crymi1|3662|B0A49_11051	12
jgi|Crymi1|3842|B0A49_08175	16
jgi|Crymi1|4316|B0A49_12574	15
jgi|Crymi1|5265|B0A49_12838	17
jgi|Crymi1|5441|B0A49_13149	14
jgi|Crymi1|5465|B0A49_10554	17
jgi|Crymi1|5813|B0A49_12279	10
jgi|Crymi1|5845|B0A49_12330	11
jgi|Crymi1|5982|B0A49_02865	11
jgi|Crymi1|6220|B0A49_13190	17
jgi|Crymi1|7120|B0A49_12643	10
jgi|Crymi1|7289|B0A49_12937	10
jgi|Crymi1|7413|B0A49_12488	11
jgi|Crymi1|7486|B0A49_13670	10
jgi|Crymi1|7756|B0A49_12922	11
jgi|Crymi1|8321|B0A49_05656	12
jgi|Crymi1|8505|B0A49_02606	11
jgi|Crymi1|8530|B0A49_05641	11
jgi|Crymi1|8643|B0A49_03952	10
jgi|Crymi1|8814|B0A49_13262	16
jgi|Crymi1|9338|B0A49_03167	35
jgi|Crymi1|9531|B0A49_02752	10
