Protein	PolyQlength
MecolCla_1|MecolCla_1_6967	12
MecolCla_1|MecolCla_1_14061	10
MecolCla_1|MecolCla_1_41581	14
MecolCla_1|MecolCla_1_82620	11
MecolCla_1|MecolCla_1_94455	14
MecolCla_1|MecolCla_1_115623	15
MecolCla_1|MecolCla_1_171150	11
MecolCla_1|MecolCla_1_188227	17
MecolCla_1|MecolCla_1_199909	13
MecolCla_1|MecolCla_1_249493	16
MecolCla_1|MecolCla_1_258924	12
MecolCla_1|MecolCla_1_273879	47
MecolCla_1|MecolCla_1_300970	23
MecolCla_1|MecolCla_1_510405	11
MecolCla_1|MecolCla_1_525367	16
MecolCla_1|MecolCla_1_572007	14
MecolCla_1|MecolCla_1_609040	10
MecolCla_1|MecolCla_1_620527	10
MecolCla_1|MecolCla_1_632883	11
MecolCla_1|MecolCla_1_634885	15
MecolCla_1|MecolCla_1_636301	10
MecolCla_1|MecolCla_1_645282	15
MecolCla_1|MecolCla_1_689193	12
MecolCla_1|MecolCla_1_700413	13
MecolCla_1|MecolCla_1_710206	12
MecolCla_1|MecolCla_1_727499	22
MecolCla_1|MecolCla_1_731170	11
MecolCla_1|MecolCla_1_734184	10
MecolCla_1|MecolCla_1_736391	18
MecolCla_1|MecolCla_1_743732	27
MecolCla_1|MecolCla_1_764394	17
MecolCla_1|MecolCla_1_777292	29
MecolCla_1|MecolCla_1_781797	17
MecolCla_1|MecolCla_1_790970	14
MecolCla_1|MecolCla_1_795006	11
MecolCla_1|MecolCla_1_795402	25
MecolCla_1|MecolCla_1_803342	32
MecolCla_1|MecolCla_1_806526	12
MecolCla_1|MecolCla_1_813919	18
MecolCla_1|MecolCla_1_846167	15
MecolCla_1|MecolCla_1_850968	19
MecolCla_1|MecolCla_1_852406	21
MecolCla_1|MecolCla_1_855944	25
MecolCla_1|MecolCla_1_861212	29
MecolCla_1|MecolCla_1_907781	15
