Protein	PolyQlength
Chabre1|Chabre1_18614	10
Chabre1|Chabre1_27159	10
Chabre1|Chabre1_94909	11
Chabre1|Chabre1_95251	10
Chabre1|Chabre1_99215	13
Chabre1|Chabre1_100341	10
Chabre1|Chabre1_104383	28
Chabre1|Chabre1_105635	11
Chabre1|Chabre1_115089	10
Chabre1|Chabre1_115235	18
Chabre1|Chabre1_115297	18
Chabre1|Chabre1_115595	10
Chabre1|Chabre1_116924	18
Chabre1|Chabre1_117141	10
Chabre1|Chabre1_117437	12
Chabre1|Chabre1_118529	10
Chabre1|Chabre1_118604	12
Chabre1|Chabre1_119095	77
Chabre1|Chabre1_119668	11
Chabre1|Chabre1_120056	10
Chabre1|Chabre1_121359	12
Chabre1|Chabre1_121395	23
Chabre1|Chabre1_121942	13
Chabre1|Chabre1_122479	12
Chabre1|Chabre1_122996	10
Chabre1|Chabre1_123627	10
Chabre1|Chabre1_124549	11
Chabre1|Chabre1_125996	38
Chabre1|Chabre1_126323	20
Chabre1|Chabre1_127848	24
Chabre1|Chabre1_128932	14
Chabre1|Chabre1_129078	17
Chabre1|Chabre1_129436	40
Chabre1|Chabre1_129816	15
Chabre1|Chabre1_130503	18
Chabre1|Chabre1_130781	10
Chabre1|Chabre1_131160	11
Chabre1|Chabre1_131521	10
Chabre1|Chabre1_132285	10
Chabre1|Chabre1_133264	22
Chabre1|Chabre1_133897	10
Chabre1|Chabre1_133970	12
Chabre1|Chabre1_135125	11
Chabre1|Chabre1_135142	13
Chabre1|Chabre1_135439	12
Chabre1|Chabre1_135501	36
Chabre1|Chabre1_136889	12
Chabre1|Chabre1_137940	11
Chabre1|Chabre1_137999	12
Chabre1|Chabre1_140992	13
Chabre1|Chabre1_141675	10
Chabre1|Chabre1_141768	10
Chabre1|Chabre1_142944	12
Chabre1|Chabre1_144952	13
Chabre1|Chabre1_147703	12
Chabre1|Chabre1_148661	18
Chabre1|Chabre1_149154	12
Chabre1|Chabre1_149698	11
Chabre1|Chabre1_150467	12
Chabre1|Chabre1_150618	11
Chabre1|Chabre1_150669	14
Chabre1|Chabre1_151315	10
Chabre1|Chabre1_151666	12
Chabre1|Chabre1_151958	24
Chabre1|Chabre1_152019	11
Chabre1|Chabre1_152459	30
Chabre1|Chabre1_153150	10
Chabre1|Chabre1_153181	11
Chabre1|Chabre1_153302	14
Chabre1|Chabre1_154312	12
Chabre1|Chabre1_154359	12
Chabre1|Chabre1_154445	11
Chabre1|Chabre1_154482	25
Chabre1|Chabre1_154628	20
Chabre1|Chabre1_154932	12
Chabre1|Chabre1_155577	10
Chabre1|Chabre1_156141	20
Chabre1|Chabre1_156384	10
Chabre1|Chabre1_156758	41
Chabre1|Chabre1_156887	20
Chabre1|Chabre1_157257	17
Chabre1|Chabre1_157754	50
Chabre1|Chabre1_158077	10
Chabre1|Chabre1_158918	20
Chabre1|Chabre1_158970	12
Chabre1|Chabre1_160929	15
Chabre1|Chabre1_162083	11
Chabre1|Chabre1_162373	20
Chabre1|Chabre1_163983	31
Chabre1|Chabre1_164297	11
Chabre1|Chabre1_164388	15
Chabre1|Chabre1_164575	17
Chabre1|Chabre1_164638	13
Chabre1|Chabre1_165639	16
Chabre1|Chabre1_166214	10
Chabre1|Chabre1_166268	11
Chabre1|Chabre1_166296	20
Chabre1|Chabre1_166592	11
Chabre1|Chabre1_167023	17
Chabre1|Chabre1_167120	36
Chabre1|Chabre1_169665	15
Chabre1|Chabre1_170005	20
Chabre1|Chabre1_171078	10
Chabre1|Chabre1_171331	10
Chabre1|Chabre1_172043	27
Chabre1|Chabre1_173647	11
Chabre1|Chabre1_173814	10
Chabre1|Chabre1_177237	10
Chabre1|Chabre1_177645	27
Chabre1|Chabre1_177885	25
Chabre1|Chabre1_178344	71
Chabre1|Chabre1_178491	14
Chabre1|Chabre1_179156	10
Chabre1|Chabre1_179568	26
Chabre1|Chabre1_179764	10
Chabre1|Chabre1_183624	10
Chabre1|Chabre1_184706	16
Chabre1|Chabre1_185511	33
Chabre1|Chabre1_187279	21
Chabre1|Chabre1_189253	31
Chabre1|Chabre1_189873	13
Chabre1|Chabre1_190519	30
Chabre1|Chabre1_190965	20
Chabre1|Chabre1_190990	27
Chabre1|Chabre1_191982	12
Chabre1|Chabre1_192523	11
Chabre1|Chabre1_192802	15
Chabre1|Chabre1_193375	10
Chabre1|Chabre1_194409	19
Chabre1|Chabre1_195487	18
Chabre1|Chabre1_195572	10
Chabre1|Chabre1_196477	11
Chabre1|Chabre1_196495	18
Chabre1|Chabre1_196937	10
Chabre1|Chabre1_197097	12
Chabre1|Chabre1_197313	13
Chabre1|Chabre1_198142	20
Chabre1|Chabre1_198837	25
Chabre1|Chabre1_199029	10
Chabre1|Chabre1_199884	12
Chabre1|Chabre1_200000	13
Chabre1|Chabre1_200052	10
Chabre1|Chabre1_200318	16
Chabre1|Chabre1_200432	12
Chabre1|Chabre1_201352	12
Chabre1|Chabre1_201761	19
Chabre1|Chabre1_201808	23
Chabre1|Chabre1_202513	15
Chabre1|Chabre1_202784	13
Chabre1|Chabre1_203109	10
Chabre1|Chabre1_203504	26
Chabre1|Chabre1_203990	13
Chabre1|Chabre1_203992	52
Chabre1|Chabre1_204279	13
Chabre1|Chabre1_206210	57
Chabre1|Chabre1_207072	24
Chabre1|Chabre1_209387	11
Chabre1|Chabre1_209898	12
Chabre1|Chabre1_210793	19
Chabre1|Chabre1_210922	18
Chabre1|Chabre1_211066	11
Chabre1|Chabre1_211586	11
Chabre1|Chabre1_211654	28
Chabre1|Chabre1_211723	35
Chabre1|Chabre1_213284	27
Chabre1|Chabre1_213626	45
Chabre1|Chabre1_213687	14
Chabre1|Chabre1_214208	12
Chabre1|Chabre1_214374	17
Chabre1|Chabre1_214976	13
Chabre1|Chabre1_215159	13
Chabre1|Chabre1_215450	20
Chabre1|Chabre1_215544	22
Chabre1|Chabre1_215608	27
Chabre1|Chabre1_215710	12
Chabre1|Chabre1_215745	11
Chabre1|Chabre1_216095	14
