Protein	PolyQlength
Aspni7|Aspni7_38160	12
Aspni7|Aspni7_39596	10
Aspni7|Aspni7_50512	10
Aspni7|Aspni7_129183	10
Aspni7|Aspni7_1006248	10
Aspni7|Aspni7_1023568	11
Aspni7|Aspni7_1041156	10
Aspni7|Aspni7_1093276	13
Aspni7|Aspni7_1095188	10
Aspni7|Aspni7_1097352	12
Aspni7|Aspni7_1100862	20
Aspni7|Aspni7_1104495	10
Aspni7|Aspni7_1104597	10
Aspni7|Aspni7_1107268	14
Aspni7|Aspni7_1108201	27
Aspni7|Aspni7_1116211	10
Aspni7|Aspni7_1137306	13
Aspni7|Aspni7_1140545	10
Aspni7|Aspni7_1150032	10
Aspni7|Aspni7_1152615	12
Aspni7|Aspni7_1155842	12
Aspni7|Aspni7_1162534	12
Aspni7|Aspni7_1164810	10
Aspni7|Aspni7_1166979	29
Aspni7|Aspni7_1168690	65
Aspni7|Aspni7_1168862	17
Aspni7|Aspni7_1171591	17
Aspni7|Aspni7_1178906	10
Aspni7|Aspni7_1184426	17
Aspni7|Aspni7_1203543	35
Aspni7|Aspni7_1218973	10
Aspni7|Aspni7_1225328	15
