Protein	PolyQlength
Hesve2finisherSC|Hesve2finisherSC_350189	15
Hesve2finisherSC|Hesve2finisherSC_1289128	11
Hesve2finisherSC|Hesve2finisherSC_1306806	10
Hesve2finisherSC|Hesve2finisherSC_1311489	27
Hesve2finisherSC|Hesve2finisherSC_1321421	11
Hesve2finisherSC|Hesve2finisherSC_1328664	10
Hesve2finisherSC|Hesve2finisherSC_1331523	11
Hesve2finisherSC|Hesve2finisherSC_1331665	11
Hesve2finisherSC|Hesve2finisherSC_1333619	12
Hesve2finisherSC|Hesve2finisherSC_1334299	10
Hesve2finisherSC|Hesve2finisherSC_1334689	10
Hesve2finisherSC|Hesve2finisherSC_1336282	15
Hesve2finisherSC|Hesve2finisherSC_1336344	42
Hesve2finisherSC|Hesve2finisherSC_1336759	10
Hesve2finisherSC|Hesve2finisherSC_1337518	10
Hesve2finisherSC|Hesve2finisherSC_1337705	13
Hesve2finisherSC|Hesve2finisherSC_1337773	10
Hesve2finisherSC|Hesve2finisherSC_1340632	58
Hesve2finisherSC|Hesve2finisherSC_1346791	17
Hesve2finisherSC|Hesve2finisherSC_1361537	13
Hesve2finisherSC|Hesve2finisherSC_1362008	12
Hesve2finisherSC|Hesve2finisherSC_1384833	14
Hesve2finisherSC|Hesve2finisherSC_1387239	11
Hesve2finisherSC|Hesve2finisherSC_1391654	11
Hesve2finisherSC|Hesve2finisherSC_1404866	12
Hesve2finisherSC|Hesve2finisherSC_1405751	11
Hesve2finisherSC|Hesve2finisherSC_1406636	13
Hesve2finisherSC|Hesve2finisherSC_1406757	16
Hesve2finisherSC|Hesve2finisherSC_1411340	11
