Protein	PolyQlength
Leucr1|Leucr1_31131	10
Leucr1|Leucr1_90973	11
Leucr1|Leucr1_274634	12
Leucr1|Leucr1_287449	10
Leucr1|Leucr1_296112	10
Leucr1|Leucr1_297825	10
Leucr1|Leucr1_298166	11
Leucr1|Leucr1_298541	10
Leucr1|Leucr1_298678	16
Leucr1|Leucr1_299174	10
Leucr1|Leucr1_300042	13
Leucr1|Leucr1_301867	12
Leucr1|Leucr1_302008	10
Leucr1|Leucr1_305438	10
Leucr1|Leucr1_307191	17
Leucr1|Leucr1_308346	11
Leucr1|Leucr1_310828	11
Leucr1|Leucr1_315190	11
Leucr1|Leucr1_316139	11
Leucr1|Leucr1_318676	14
Leucr1|Leucr1_320945	12
Leucr1|Leucr1_325843	16
Leucr1|Leucr1_327359	12
Leucr1|Leucr1_328901	10
Leucr1|Leucr1_330537	15
