Protein	PolyQlength
Crafun1|Crafun1_178270	12
Crafun1|Crafun1_214734	12
Crafun1|Crafun1_338419	11
Crafun1|Crafun1_352156	18
Crafun1|Crafun1_652437	11
Crafun1|Crafun1_694392	18
Crafun1|Crafun1_700238	10
Crafun1|Crafun1_727627	10
Crafun1|Crafun1_729869	20
Crafun1|Crafun1_731173	10
Crafun1|Crafun1_756542	13
Crafun1|Crafun1_767963	12
Crafun1|Crafun1_782357	13
Crafun1|Crafun1_792415	11
Crafun1|Crafun1_793494	20
Crafun1|Crafun1_800159	14
Crafun1|Crafun1_802402	10
Crafun1|Crafun1_823521	18
Crafun1|Crafun1_824985	12
Crafun1|Crafun1_858642	12
