Protein	PolyQlength
Triham1|Triham1_231	11
Triham1|Triham1_548	10
Triham1|Triham1_735	20
Triham1|Triham1_1115	12
Triham1|Triham1_1376	12
Triham1|Triham1_2197	11
Triham1|Triham1_2208	14
Triham1|Triham1_2270	10
Triham1|Triham1_2388	13
Triham1|Triham1_2591	23
Triham1|Triham1_3147	22
Triham1|Triham1_3727	17
Triham1|Triham1_4193	10
Triham1|Triham1_4548	13
Triham1|Triham1_4670	11
Triham1|Triham1_5664	10
Triham1|Triham1_5684	11
Triham1|Triham1_5929	17
Triham1|Triham1_6375	13
Triham1|Triham1_6449	10
Triham1|Triham1_6452	11
Triham1|Triham1_6597	22
Triham1|Triham1_7045	12
Triham1|Triham1_7279	11
Triham1|Triham1_7337	17
Triham1|Triham1_7536	10
Triham1|Triham1_8174	11
Triham1|Triham1_8395	12
Triham1|Triham1_8554	10
Triham1|Triham1_8571	16
Triham1|Triham1_8773	19
Triham1|Triham1_9060	14
Triham1|Triham1_9539	11
Triham1|Triham1_9708	17
Triham1|Triham1_9998	11
Triham1|Triham1_10044	12
