Protein	PolyQlength
Tragib1|Tragib1_455332	11
Tragib1|Tragib1_578757	37
Tragib1|Tragib1_918585	10
Tragib1|Tragib1_1331019	20
Tragib1|Tragib1_1335298	24
Tragib1|Tragib1_1369032	15
Tragib1|Tragib1_1393716	21
Tragib1|Tragib1_1400230	15
Tragib1|Tragib1_1406748	14
Tragib1|Tragib1_1413207	13
Tragib1|Tragib1_1413959	10
Tragib1|Tragib1_1416390	10
Tragib1|Tragib1_1417051	33
Tragib1|Tragib1_1417501	10
Tragib1|Tragib1_1417506	31
Tragib1|Tragib1_1420734	14
Tragib1|Tragib1_1422847	10
Tragib1|Tragib1_1459787	11
Tragib1|Tragib1_1480340	16
Tragib1|Tragib1_1486201	35
Tragib1|Tragib1_1507768	16
