Protein	PolyQlength
Talis1|Talis1_205	10
Talis1|Talis1_340	13
Talis1|Talis1_443	10
Talis1|Talis1_463	11
Talis1|Talis1_1002	10
Talis1|Talis1_2080	19
Talis1|Talis1_2307	14
Talis1|Talis1_2926	16
Talis1|Talis1_3758	10
Talis1|Talis1_4384	12
Talis1|Talis1_4502	10
Talis1|Talis1_4979	11
Talis1|Talis1_5287	22
Talis1|Talis1_6335	10
Talis1|Talis1_6561	10
Talis1|Talis1_7164	13
Talis1|Talis1_7316	11
Talis1|Talis1_7317	10
Talis1|Talis1_7356	12
Talis1|Talis1_7440	11
Talis1|Talis1_7986	13
Talis1|Talis1_8116	14
Talis1|Talis1_8200	12
Talis1|Talis1_8278	10
Talis1|Talis1_8687	10
Talis1|Talis1_8756	12
Talis1|Talis1_9295	12
