Protein	PolyQlength
Aspgl1|Aspgl1_22405	10
Aspgl1|Aspgl1_22636	19
Aspgl1|Aspgl1_23681	20
Aspgl1|Aspgl1_28511	11
Aspgl1|Aspgl1_31109	10
Aspgl1|Aspgl1_32119	10
Aspgl1|Aspgl1_32457	28
Aspgl1|Aspgl1_39866	14
Aspgl1|Aspgl1_43267	12
Aspgl1|Aspgl1_45815	10
Aspgl1|Aspgl1_48213	11
Aspgl1|Aspgl1_50969	12
Aspgl1|Aspgl1_58673	37
Aspgl1|Aspgl1_62141	32
Aspgl1|Aspgl1_67681	10
Aspgl1|Aspgl1_68085	12
Aspgl1|Aspgl1_69393	11
Aspgl1|Aspgl1_70023	10
Aspgl1|Aspgl1_73953	12
Aspgl1|Aspgl1_76681	16
Aspgl1|Aspgl1_78456	10
Aspgl1|Aspgl1_82162	16
Aspgl1|Aspgl1_84226	14
Aspgl1|Aspgl1_85242	14
Aspgl1|Aspgl1_117126	10
Aspgl1|Aspgl1_118808	25
Aspgl1|Aspgl1_128286	10
Aspgl1|Aspgl1_134665	17
Aspgl1|Aspgl1_134879	11
Aspgl1|Aspgl1_135061	11
Aspgl1|Aspgl1_142563	13
Aspgl1|Aspgl1_172752	10
Aspgl1|Aspgl1_604553	13
Aspgl1|Aspgl1_832431	12
Aspgl1|Aspgl1_1454841	10
Aspgl1|Aspgl1_1488941	11
