Protein	PolyQlength
Morsel1|Morsel1_3434	16
Morsel1|Morsel1_5018	14
Morsel1|Morsel1_31562	36
Morsel1|Morsel1_39783	11
Morsel1|Morsel1_44204	10
Morsel1|Morsel1_48241	10
Morsel1|Morsel1_48644	10
Morsel1|Morsel1_54066	10
Morsel1|Morsel1_57623	11
Morsel1|Morsel1_59738	15
Morsel1|Morsel1_60046	32
Morsel1|Morsel1_64154	13
Morsel1|Morsel1_64704	14
Morsel1|Morsel1_67966	27
Morsel1|Morsel1_68566	10
Morsel1|Morsel1_86448	18
Morsel1|Morsel1_86674	10
Morsel1|Morsel1_90584	28
Morsel1|Morsel1_92613	15
Morsel1|Morsel1_103194	20
Morsel1|Morsel1_107926	14
Morsel1|Morsel1_109258	12
Morsel1|Morsel1_109752	15
Morsel1|Morsel1_127599	26
Morsel1|Morsel1_130676	17
Morsel1|Morsel1_131849	15
Morsel1|Morsel1_132385	15
Morsel1|Morsel1_139652	14
Morsel1|Morsel1_145246	14
Morsel1|Morsel1_145356	12
Morsel1|Morsel1_151998	10
Morsel1|Morsel1_156933	18
Morsel1|Morsel1_160498	17
Morsel1|Morsel1_164676	10
Morsel1|Morsel1_168233	25
Morsel1|Morsel1_177112	14
Morsel1|Morsel1_179233	12
Morsel1|Morsel1_181648	11
Morsel1|Morsel1_185845	19
Morsel1|Morsel1_189225	13
Morsel1|Morsel1_190862	11
Morsel1|Morsel1_192201	17
Morsel1|Morsel1_204588	11
Morsel1|Morsel1_210007	10
Morsel1|Morsel1_212069	18
Morsel1|Morsel1_214261	16
Morsel1|Morsel1_215495	10
Morsel1|Morsel1_216427	18
Morsel1|Morsel1_219184	10
Morsel1|Morsel1_221152	13
Morsel1|Morsel1_222595	10
Morsel1|Morsel1_229342	12
Morsel1|Morsel1_249199	19
Morsel1|Morsel1_251311	12
Morsel1|Morsel1_254417	11
Morsel1|Morsel1_274385	13
Morsel1|Morsel1_279055	13
Morsel1|Morsel1_279705	49
Morsel1|Morsel1_280652	26
Morsel1|Morsel1_283870	13
Morsel1|Morsel1_296498	10
Morsel1|Morsel1_301166	12
Morsel1|Morsel1_302610	19
Morsel1|Morsel1_304728	11
Morsel1|Morsel1_313252	15
Morsel1|Morsel1_319926	28
Morsel1|Morsel1_319940	18
Morsel1|Morsel1_332396	10
Morsel1|Morsel1_336035	18
Morsel1|Morsel1_339889	14
