Protein	PolyQlength
Tirniv1|Tirniv1_52298	15
Tirniv1|Tirniv1_133744	21
Tirniv1|Tirniv1_159449	10
Tirniv1|Tirniv1_387496	17
Tirniv1|Tirniv1_425519	17
Tirniv1|Tirniv1_447030	10
Tirniv1|Tirniv1_526952	17
Tirniv1|Tirniv1_538540	12
Tirniv1|Tirniv1_538549	14
Tirniv1|Tirniv1_540378	16
Tirniv1|Tirniv1_570802	19
Tirniv1|Tirniv1_574422	42
Tirniv1|Tirniv1_577082	11
Tirniv1|Tirniv1_587028	10
Tirniv1|Tirniv1_587247	25
Tirniv1|Tirniv1_593758	12
Tirniv1|Tirniv1_630904	11
Tirniv1|Tirniv1_638667	10
Tirniv1|Tirniv1_643042	13
Tirniv1|Tirniv1_668540	21
Tirniv1|Tirniv1_687689	11
Tirniv1|Tirniv1_699908	21
Tirniv1|Tirniv1_701619	10
Tirniv1|Tirniv1_701876	33
Tirniv1|Tirniv1_703065	39
Tirniv1|Tirniv1_704647	12
Tirniv1|Tirniv1_712328	17
Tirniv1|Tirniv1_715755	19
